lang_id,code,name,percent,official
472,LUX,German,1.1,yes
473,LUX,Other,3.5,no
474,MKD,Macedonian,66.5,yes
475,MKD,Albanian,25.1,no
476,MKD,Turkish,3.5,no
477,MKD,Romani,1.9,no
478,MKD,Serbian,1.2,no
479,MKD,Other,1.8,no
480,MDG,French,,yes
481,MDG,Malagasy,,yes
482,MDG,English,,no
483,MWI,English,,yes
484,MWI,Chichewa,,no
485,MWI,Chinyanja,,no
486,MWI,Chiyao,,no
487,MWI,Chitumbuka,,no
488,MWI,Chilomwe,,no
489,MWI,Chinkhonde,,no
490,MWI,Chingoni,,no
491,MWI,Chisena,,no
492,MWI,Chitonga,,no
493,MWI,Chinyakyusa,,no
494,MWI,Chilambya,,no
495,MYS,Bahasa Malaysia,,yes
496,MYS,English,,no
497,MYS,Chinese,,no
498,MYS,Tamil,,no
499,MYS,Telugu,,no
500,MYS,Malayalam,,no
501,MYS,Panjabi,,no
502,MYS,Thai,,no
503,MDV,Dhivehi,,yes
504,MDV,English,,yes
505,MLI,French,,yes
506,MLI,Bambara,46.3,no
507,MLI,Peul/Foulfoulbe,9.4,no
508,MLI,Dogon,7.2,no
509,MLI,Maraka/Soninke,6.4,no
510,MLI,Malinke,5.6,no
511,MLI,Sonrhai/Djerma,5.6,no
512,MLI,Minianka,4.3,no
513,MLI,Tamacheq,3.5,no
514,MLI,Senoufo,2.6,no
515,MLI,Bobo,2.1,no
516,MLI,unspecified,0.7,no
517,MLI,Other,6.3,no
518,MLT,Maltese,90.1,yes
519,MLT,English,6,yes
520,MLT,multilingual,3,no
521,MLT,Other,0.9,no
522,MHL,Marshallese,98.2,yes
523,MHL,Other,1.8,no
524,MRT,Arabic,,yes
525,MRT,Pular,,no
526,MRT,Soninke,,no
527,MRT,Wolof,,no
528,MRT,French,,no
529,MUS,Creole,86.5,no
530,MUS,Bhojpuri,5.3,no
531,MUS,French,4.1,no
532,MUS,Other,2.6,no
533,MUS,unspecified,0.1,no
534,MEX,Spanish,92.7,no
535,MEX,indigenous,0.8,no
536,MEX,unspecified,0.8,no
537,FSM,English,,yes
538,FSM,Chuukese,,no
539,FSM,Kosrean,,no
540,FSM,Pohnpeian,,no
541,FSM,Yapese,,no
542,FSM,Ulithian,,no
543,FSM,Woleaian,,no
544,FSM,Nukuoro,,no
545,FSM,Kapingamarangi,,no
546,MDA,Romanian,80.2,yes
547,MDA,Russian,9.7,no
548,MDA,Gagauz,4.2,no
549,MDA,Ukrainian,3.9,no
550,MDA,Bulgarian,1.5,no
551,MDA,Romani,0.3,no
552,MDA,Other,0.2,no
553,MCO,French,,yes
554,MCO,English,,no
555,MCO,Italian,,no
556,MCO,Monegasque,,no
557,MNG,Mongolian,90,yes
558,MNG,Turkic,,no
559,MNG,Russian,,no
560,MSR,English,,no
561,MAR,Arabic,,yes
562,MAR,Berber,,yes
563,MAR,Tachelhit,,no
564,MAR,Tarifit,,no
565,MAR,French,,no
566,MAR,government,,no
567,MAR,and,,no
568,MOZ,Emakhuwa,25.3,no
569,MOZ,Portuguese,10.7,yes
570,MOZ,Xichangana,10.3,no
571,MOZ,Cisena,7.5,no
572,MOZ,Elomwe,7,no
573,MOZ,Echuwabo,5.1,no
574,MOZ,Other,30.4,no
575,MOZ,unspecified,3.7,no
576,NAM,Oshivambo,48.9,no
577,NAM,Nama,11.3,no
578,NAM,Afrikaans,10.4,no
579,NAM,Otjiherero,8.6,no
580,NAM,Kavango,8.5,no
581,NAM,Caprivi,4.8,no
582,NAM,English,3.4,yes
583,NAM,Other,2.3,no
584,NAM,Other,1.7,no
585,NRU,Nauruan,93,yes
586,NRU,English,2,no
587,NRU,Other,5,no
588,NPL,Nepali,44.6,yes
589,NPL,Maithali,11.7,no
590,NPL,Bhojpuri,6,no
591,NPL,Tharu,5.8,no
592,NPL,Tamang,5.1,no
593,NPL,Newar,3.2,no
594,NPL,Magar,3,no
595,NPL,Bajjika,3,no
596,NPL,Urdu,2.6,no
597,NPL,Avadhi,1.9,no
598,NPL,Limbu,1.3,no
599,NPL,Gurung,1.2,no
600,NPL,Other,10.4,no
601,NPL,unspecified,0.2,no
602,NLD,Dutch,,yes
603,NCL,French,,yes
604,NCL,Other,,no
605,NZL,English,89.8,yes
606,NZL,Maori,3.5,yes
607,NZL,Samoan,2,no
608,NZL,Hindi,1.6,no
609,NZL,French,1.2,no
610,NZL,Northern Chinese,1.2,no
611,NZL,Yue,1,no
612,NZL,Other,20.5,no
613,NZL,New Zealand Sign,,yes
614,NIC,Spanish,95.3,yes
615,NIC,Miskito,2.2,no
616,NIC,Mestizo,2,no
617,NIC,Other,0.5,no
618,NER,French,,yes
619,NER,Hausa,,no
620,NER,Djerma,,no
621,NGA,English,,yes
622,NGA,Hausa,,no
623,NGA,Yoruba,,no
624,NGA,Igbo,,no
625,NGA,Fulani,,no
626,NGA,Other,,no
627,NIU,Niuean,46,yes
628,NIU,Niuean,32,no
629,NIU,English,11,yes
630,NIU,Niuean,5,no
631,NIU,Other,6,no
632,NFK,English,67.6,yes
633,NFK,Other,32.4,no
634,MNP,Philippine,32.8,no
635,MNP,Chamorro,24.1,yes
636,MNP,English,17,yes
637,MNP,Other Pacific Island,10.1,no
638,MNP,Chinese,6.8,no
639,MNP,Other Asian,7.3,no
640,MNP,Other,1.9,no
641,NOR,Bokmal,,yes
642,NOR,Nynorsk,,yes
643,NOR,Other,,no
644,OMN,Arabic,,yes
645,OMN,English,,no
646,OMN,Baluchi,,no
647,OMN,Urdu,,no
648,OMN,Indian,,no
649,PAK,Punjabi,48,no
650,PAK,Sindhi,12,no
651,PAK,Saraiki,10,no
652,PAK,Pashto,8,no
653,PAK,Urdu,8,yes
654,PAK,Balochi,3,no
655,PAK,Hindko,2,no
656,PAK,Brahui,1,no
657,PAK,English,,yes
658,PAK,Burushaski,,no
659,PAK,Other,,no
660,PLW,Palauan,65.2,yes
661,PLW,Other,1.9,no
662,PLW,English,19.1,yes
663,PLW,Filipino,9.9,no
664,PLW,Chinese,1.2,no
665,PLW,Other,2.8,no
666,PAN,Spanish,,yes
667,PAN,indigenous,,no
668,PAN,Panamanian English Creole,,no
669,PAN,English,,no
670,PAN,Chinese,,no
671,PAN,Arabic,,no
672,PAN,French,,no
673,PAN,Other,,no
674,PAN,Hebrew,,no
675,PAN,Korean,,no
676,PAN,Japanese,,no
677,PNG,Tok Pisin,,yes
678,PNG,English,,yes
679,PNG,Hiri,,yes
680,PNG,Other,,no
681,PRY,Spanish,,yes
682,PRY,Guarani,,yes
683,PER,Spanish,84.1,yes
684,PER,Quechua,13,yes
685,PER,Aymara,1.7,yes
686,PER,Ashaninka,0.3,no
687,PER,Other Native,0.7,no
688,PER,Other,0.2,no
689,PHL,Filipino,,yes
690,PHL,English,,yes
691,PHL,Other,,no
692,POL,Polish,98.2,yes
693,POL,Silesian,1.4,no
694,POL,Other,1.1,no
695,POL,unspecified,1.3,no
696,PRT,Portuguese,,yes
697,PRT,Mirandese,,yes
698,PRI,Spanish,,no
699,PRI,English,,no
700,QAT,Arabic,,yes
701,QAT,English,,no
702,ROM,Romanian,85.4,yes
703,ROM,Hungarian,6.3,no
704,ROM,Romani,1.2,no
705,ROM,Other,1,no
706,ROM,unspecified,6.1,no
707,RUS,Russian,85.7,yes
708,RUS,Tatar,3.2,no
709,RUS,Chechen,1,no
710,RUS,Other,10.1,no
711,RWA,Kinyarwanda,99.4,yes
712,RWA,French,0.1,yes
713,RWA,English,0.1,yes
714,RWA,Swahili,0.02,no
715,RWA,Other,0.03,no
716,RWA,unspecified,0.3,no
717,KNA,English,,yes
718,LCA,English,,yes
719,LCA,French patois,,no
720,SPM,French,,yes
721,VCT,English,,no
722,VCT,French patois,,no
723,WSM,Samoan,,yes
724,WSM,English,,no
725,SMR,Italian,,no
726,STP,Portuguese,98.4,yes
727,STP,Forro,36.2,no
728,STP,Cabo,8.5,no
729,STP,French,6.8,no
730,STP,Angolar,6.6,no
731,STP,English,4.9,no
732,STP,Lunguie,1,no
733,STP,Other,2.4,no
734,SAU,Arabic,,yes
735,SEN,French,,yes
736,SEN,Wolof,,no
737,SEN,Pular,,no
738,SEN,Jola,,no
739,SEN,Mandinka,,no
740,SEN,Serer,,no
741,SEN,Soninke,,no
742,SYC,Seychellois,89.1,yes
743,SYC,English,5.1,yes
744,SYC,French,0.7,yes
745,SYC,Other,3.8,no
746,SYC,unspecified,1.4,no
747,SLE,English,,yes
748,SLE,Mende,,no
749,SLE,Temne,,no
750,SLE,Krio,10,no
751,SGP,Mandarin,36.3,yes
752,SGP,English,29.8,yes
753,SGP,Malay,11.9,yes
754,SGP,Hokkien,8.1,no
755,SGP,Cantonese,4.1,no
756,SGP,Tamil,3.2,yes
757,SGP,Teochew,3.2,no
758,SGP,Other Indian,1.2,no
759,SGP,Other Chinese,1.1,no
760,SGP,Other,1.1,no
761,SVK,Slovak,78.6,yes
762,SVK,Hungarian,9.4,no
763,SVK,Roma,2.3,no
764,SVK,Ruthenian,1,no
765,SVK,Other,8.8,no
766,SVN,Slovenian,91.1,yes
767,SVN,Serbo,4.5,no
768,SVN,Other,4.4,no
769,SVN,Italian,,yes
770,SVN,Hungarian,,yes
771,SLB,Melanesian pidgin,,no
772,SLB,English,1,yes
773,SLB,indigenous,,no
774,SOM,Somali,,yes
775,SOM,Arabic,,yes
776,SOM,Italian,,no
777,SOM,English,,no
778,ZAF,IsiZulu,22.7,yes
779,ZAF,IsiXhosa,16,yes
780,ZAF,Afrikaans,13.5,yes
781,ZAF,English,9.6,yes
782,ZAF,Sepedi,9.1,yes
783,ZAF,Setswana,8,yes
784,ZAF,Sesotho,7.6,yes
785,ZAF,Xitsonga,4.5,yes
786,ZAF,siSwati,2.5,yes
787,ZAF,Tshivenda,2.4,yes
788,ZAF,isiNdebele,2.1,yes
789,ZAF,sign,0.5,no
790,ZAF,Other,1.6,no
791,ESP,Castilian Spanish,74,yes
792,ESP,Catalan,17,yes
793,ESP,Galician,7,yes
794,ESP,Basque,2,yes
795,ESP,Aranese,,yes
796,LKA,Sinhala,74,yes
797,LKA,Tamil,18,yes
798,LKA,Other,8,no
799,SDN,Arabic,,yes
800,SDN,English,,yes
801,SDN,Nubian,,no
802,SDN,Ta Bedawie,,no
803,SDN,Fur,,no
804,SUR,Dutch,,yes
805,SUR,English,,no
806,SUR,Sranang Tongo,,no
807,SUR,Caribbean Hindustani,,no
808,SUR,Javanese,,no
809,SWZ,English,,yes
810,SWZ,siSwati,,yes
811,SWE,Swedish,,yes
812,CHE,German,63,yes
813,CHE,French,22.7,yes
814,CHE,Italian,8.1,yes
815,CHE,English,4.9,no
816,CHE,Portuguese,3.7,no
817,CHE,Albanian,3,no
818,CHE,Serbo-Croatian,2.4,no
819,CHE,Spanish,2.2,no
820,CHE,Romansch,0.5,yes
821,CHE,Other,7.1,no
822,SYR,Arabic,,yes
823,SYR,Kurdish,,no
824,SYR,Armenian,,no
825,SYR,Aramaic,,no
826,SYR,Circassian,,no
827,SYR,French,,no
828,SYR,English,,no
829,TWN,Mandarin,,yes
830,TWN,Taiwanese,,no
831,TWN,Hakka,,no
832,TJK,Tajik,,yes
833,TJK,Russian,,no
834,TZA,Kiswahili,,yes
835,TZA,English,,yes
836,TZA,Arabic,,no
837,TZA,many,,no
838,THA,Thai,90.7,yes
839,THA,Burmese,1.3,no
840,THA,Other,8,no
841,TGO,French,,yes
842,TGO,Ewe,,no
843,TGO,Kabye,,no
844,TGO,Mina,,no
845,TGO,Dagomba,,no
846,TKL,Tokelauan,88.1,no
847,TKL,English,48.6,no
848,TKL,Samoan,26.7,no
849,TKL,Tuvaluan,11.2,no
850,TKL,Kiribati,1.5,no
851,TKL,Other,2.8,no
852,TKL,none,2.8,no
853,TKL,unspecified,0.8,no
854,TON,Tongan,,yes
855,TON,English,,yes
856,TON,Other,1.1,no
857,TON,unspecified,0.03,no
858,TTO,English,,yes
859,TTO,Caribbean Hindustani,,no
860,TTO,French,,no
861,TTO,Spanish,,no
862,TTO,Chinese,,no
863,TUN,Arabic,,yes
864,TUN,French,,no
865,TUN,Berber,,no
866,TUR,Turkish,,yes
867,TUR,Kurdish,,no
868,TUR,Other,,no
869,TKM,Turkmen,72,yes
870,TKM,Russian,12,no
871,TKM,Uzbek,9,no
872,TKM,Other,7,no
873,TCA,English,,yes
874,TUV,Tuvaluan,,yes
875,TUV,English,,yes
876,TUV,Samoan,,no
877,TUV,Kiribati,,no
878,UGA,English,,yes
879,UGA,Ganda,,no
880,UGA,Other,,no
881,UGA,Nilo,,no
882,UGA,Swahili,,no
883,UGA,Arabic,,no
884,UKR,Ukrainian,67.5,yes
885,UKR,Russian,29.6,no
886,UKR,Other,2.9,no
887,ARE,Arabic,,yes
888,ARE,Persian,,no
889,ARE,English,,no
890,ARE,Hindi,,no
891,ARE,Urdu,,no
892,GBR,English,,no
893,USA,English,79.2,no
894,USA,Spanish,12.9,no
895,USA,Other,8,no
896,URY,Spanish,,yes
897,URY,Portunol,,no
898,URY,Brazilero,,no
899,UZB,Uzbek,74.3,yes
900,UZB,Russian,14.2,no
901,UZB,Tajik,4.4,no
902,UZB,Other,7.1,no
903,VUT,Tribal Languages,63.2,no
904,VUT,Bislama,33.7,yes
905,VUT,English,2,yes
906,VUT,French,0.6,yes
907,VUT,Other,0.5,no
908,VEN,Spanish,,yes
909,VEN,indigenous,,no
910,VNM,Vietnamese,,yes
911,VNM,English,,no
912,VNM,Other,,no
913,WLF,Wallisian,58.9,no
914,WLF,Futunian,30.1,no
915,WLF,French,10.8,yes
